ClassId,TR,EN
939,FOURTH,FOURTH
940,FOX,FOX
941,FRACTION,FRACTION
942,FRAME,FRAME
943,FRANCE,FRANCE
944,FRAUD,FRAUD
945,FREAKOUT,FREAKOUT
946,FRECKLES,FRECKLES
947,FREE,FREE
948,FREEDOM,FREEDOM
949,FREEWAY,FREEWAY
950,FREEZE,FREEZE
951,FRENCH,FRENCH
952,FRENCHFRIES,FRENCHFRIES
953,FRIDAY,FRIDAY
954,FRIEND,FRIEND
955,FRIENDLY,FRIENDLY
956,FRIENDSNOMORE1,FRIENDSNOMORE1
957,FRINGE,FRINGE
958,FRISK,FRISK
959,FROG,FROG
960,FROM,FROM
961,FROMTHENON,FROMTHENON
962,FRONT,FRONT
963,FROWN1,FROWN1
964,FROWN2,FROWN2
965,FRUIT,FRUIT
966,FRUSTRATE,FRUSTRATE
967,FRY,FRY
968,FULL,FULL
969,FUN,FUN
970,FUNCTION,FUNCTION
971,FUNNY,FUNNY
972,FURNITURE,FURNITURE
973,FUTURE,FUTURE
974,FUZZY,FUZZY
975,GALLAUDET,GALLAUDET
976,GAMBLE,GAMBLE
977,GAME,GAME
978,GARAGE,GARAGE
979,GARLIC,GARLIC
980,GAS,GAS
981,GATE,GATE
982,GATECLOSE,GATECLOSE
983,GAY,GAY
984,GENERATION,GENERATION
985,GERMANY,GERMANY
986,GESTURE,GESTURE
987,GET,GET
988,GETINBED,GETINBED
989,GETINFORMATIONOUTOF,GETINFORMATIONOUTOF
990,GETOFF,GETOFF
991,GETTHROUGH,GETTHROUGH
992,GETTOGETHER,GETTOGETHER
993,GHOST,GHOST
994,GIFT,GIFT
995,GIRAFFE,GIRAFFE
996,GIRL,GIRL
997,GIVE,GIVE
998,GIVEUP,GIVEUP
999,GLASS1,GLASS1
1000,GLASS2,GLASS2
1001,GLASS3,GLASS3
1002,GLASSES,GLASSES
1003,GLOVE,GLOVE
1004,GLOVES1,GLOVES1
1005,GLOVES2,GLOVES2
1006,GLOVES3,GLOVES3
1007,GLOVES4,GLOVES4
1008,GLOW,GLOW
1009,GLUE1,GLUE1
1010,GLUE2,GLUE2
1011,GO,GO
1012,GOAHEAD,GOAHEAD
1013,GOAL,GOAL
1014,GOAT,GOAT
1015,GOATEE,GOATEE
1016,GOBACKANDFORTH,GOBACKANDFORTH
1017,GOD,GOD
1018,GOINGTHROUGHAHARDTIME,GOINGTHROUGHAHARDTIME
1019,GOLD,GOLD
1020,GOLF,GOLF
1021,GONE,GONE
1022,GOOD,GOOD
1023,GOODYGOODY,GOODYGOODY
1024,GOODYGOODYSHOEOPPOSITE,GOODYGOODYSHOEOPPOSITE
1025,GOOSEBUMPS,GOOSEBUMPS
1026,GORILLA,GORILLA
1027,GOSSIP,GOSSIP
1028,GOTCHA,GOTCHA
1029,GOTHROUGH,GOTHROUGH
1030,GOTOJAIL,GOTOJAIL
1031,GOVERNMENT,GOVERNMENT
1032,GRAB,GRAB
1033,GRADE,GRADE
1034,GRADUATE,GRADUATE
1035,GRADUATESCHOOL,GRADUATESCHOOL
1036,GRAMMAR,GRAMMAR
1037,GRANDFATHER,GRANDFATHER
1038,GRANDMOTHER,GRANDMOTHER
1039,GRANDPARENTS,GRANDPARENTS
1040,GRAPES1,GRAPES1
1041,GRAPES2,GRAPES2
1042,GRASP,GRASP
1043,GRASS,GRASS
1044,GRAY,GRAY
1045,GREAT,GREAT
1046,GREECE,GREECE
1047,GREEN,GREEN
1048,GREENBEANS,GREENBEANS
1049,GREET1,GREET1
1050,GREET2,GREET2
1051,GRENADE,GRENADE
1052,GRIEVE,GRIEVE
1053,GRIND,GRIND
1054,GROUP,GROUP
1055,GROW,GROW
1056,GROWUP,GROWUP
1057,GUESS1,GUESS1
1058,GUESS2,GUESS2
1059,GUIDE,GUIDE
1060,GUILLOTINE1,GUILLOTINE1
1061,GUILLOTINE2,GUILLOTINE2
1062,GUILTY,GUILTY
1063,GUITAR,GUITAR
1064,GULLIBLE,GULLIBLE
1065,GUM,GUM
1066,GUN1,GUN1
1067,GUN2,GUN2
1068,GUN3,GUN3
1069,GYM,GYM
1070,HABIT,HABIT
1071,HADENOUGH,HADENOUGH
1072,HAHA,HAHA
1073,HAIR1,HAIR1
1074,HAIR2,HAIR2
1075,HAIRCLIPPER,HAIRCLIPPER
1076,HAIRCUT,HAIRCUT
1077,HAIRDRESSER,HAIRDRESSER
1078,HAIRDRYER1,HAIRDRYER1
1079,HAIRDRYER2,HAIRDRYER2
1080,HAIRDRYER3,HAIRDRYER3
1081,HALF,HALF
1082,HALFHOUR,HALFHOUR
1083,HALL,HALL
1084,HALLOWEEN1,HALLOWEEN1
1085,HALLOWEEN2,HALLOWEEN2
1086,HAMBURGER,HAMBURGER
1087,HAMMER,HAMMER
1088,HAMSTER,HAMSTER
1089,HANDCUFFS,HANDCUFFS
1090,HANDS,HANDS
1091,HANDSOAP,HANDSOAP
1092,HANDSOFF,HANDSOFF
1093,HANDSOME1,HANDSOME1
1094,HANDSOME2,HANDSOME2
1095,HANDSOME3,HANDSOME3
1096,HANDSOME4,HANDSOME4
1097,HANG,HANG
1098,HANGCLOTHES,HANGCLOTHES
1099,HANUKKAH,HANUKKAH
1100,HAPPEN,HAPPEN
1101,HAPPY,HAPPY
1102,HARD,HARD
1103,HARDOFHEARING,HARDOFHEARING
1104,HARMONICA,HARMONICA
1105,HARP,HARP
1106,HAT1,HAT1
1107,HAT2,HAT2
1108,HATBRIM,HATBRIM
1109,HATCH1,HATCH1
1110,HATCH2,HATCH2
1111,HATE,HATE
1112,HAVE,HAVE
1113,HAWAII,HAWAII
1114,HE,HE
1115,HEAD,HEAD
1116,HEADACHE,HEADACHE
1117,HEADBACK,HEADBACK
1118,HEADCOLD,HEADCOLD
1119,HEADGRIND,HEADGRIND
1120,HEADPHONES,HEADPHONES
1121,HEALTH,HEALTH
1122,HEAP,HEAP
1123,HEAR1,HEAR1
1124,HEAR2,HEAR2
1125,HEARING,HEARING
1126,HEARINGAID,HEARINGAID
1127,HEART,HEART
1128,HEARTBODY,HEARTBODY
1129,HEARTTOUCH,HEARTTOUCH
1130,HEAVEN,HEAVEN
1131,HEAVY,HEAVY
1132,HELICOPTER1,HELICOPTER1
1133,HELICOPTER2,HELICOPTER2
1134,HELICOPTER3,HELICOPTER3
1135,HELL,HELL
1136,HELLO,HELLO
1137,HELMET1,HELMET1
1138,HELMET2,HELMET2
1139,HELP,HELP
1140,HEN,HEN
1141,HERE,HERE
1142,HIDE,HIDE
1143,HIGH,HIGH
1144,HIGHHEELS,HIGHHEELS
1145,HIGHLIGHTER,HIGHLIGHTER
1146,HIGHSCHOOL,HIGHSCHOOL
1147,HINGE,HINGE
1148,HIPPO1,HIPPO1
1149,HIPPO2,HIPPO2
1150,HIS,HIS
1151,HISTORY,HISTORY
1152,HIT1,HIT1
1153,HIT2,HIT2
1154,HITCHHIKE,HITCHHIKE
1155,HOCKEY,HOCKEY
1156,HOE,HOE
1157,HOLD1,HOLD1
1158,HOLD2,HOLD2
1159,HOLDACCOUNTABLE,HOLDACCOUNTABLE
1160,HOLDHANDS,HOLDHANDS
1161,HOLDTOGETHER,HOLDTOGETHER
1162,HOLIDAY,HOLIDAY
1163,HOLY,HOLY
1164,HOME,HOME
1165,HOMEWORK,HOMEWORK
1166,HONEST,HONEST
1167,HONEY1,HONEY1
1168,HONEY2,HONEY2
1169,HONGKONG,HONGKONG
1170,HONK,HONK
1171,HONOR,HONOR
1172,HOOD,HOOD
1173,HOODIE1,HOODIE1
1174,HOODIE2,HOODIE2
1175,HOP,HOP
1176,HOPE,HOPE
1177,HORRIBLE,HORRIBLE
1178,HORSE,HORSE
1179,HOSE,HOSE
1180,HOSPITAL1,HOSPITAL1
1181,HOSPITAL2,HOSPITAL2
1182,HOT,HOT
1183,HOTCOMPETITION,HOTCOMPETITION
1184,HOTDOG,HOTDOG
1185,HOTEL,HOTEL
1186,HOUR,HOUR
1187,HOUSE,HOUSE
1188,HOW1,HOW1
1189,HOW2,HOW2
1190,HOWL,HOWL
1191,HUG,HUG
1192,HUMBLE,HUMBLE
1193,HUMMINGBIRD,HUMMINGBIRD
1194,HUMOR,HUMOR
1195,HUNDRED,HUNDRED
1196,HUNGRY,HUNGRY
1197,HUNT,HUNT
1198,HURDLE/TRIP1,HURDLE/TRIP1
1199,HURDLE/TRIP2,HURDLE/TRIP2
1200,HURRICANE,HURRICANE
1201,HURRY,HURRY
1202,HURT,HURT
1203,HUSBAND,HUSBAND
1204,HYPOCRITE,HYPOCRITE
1205,ICE,ICE
1206,ICECREAM,ICECREAM
1207,IDEA,IDEA
1208,IDENTITY,IDENTITY
1209,IF,IF
1210,IGNORE,IGNORE
1211,ILOVEYOU,ILOVEYOU
1212,IMAGINE1,IMAGINE1
1213,IMAGINE2,IMAGINE2
1214,IMMATURE,IMMATURE
1215,IMMERSE,IMMERSE
1216,IMPACT,IMPACT
1217,IMPORTANT,IMPORTANT
1218,IMPOSSIBLE,IMPOSSIBLE
1219,IMPRESS,IMPRESS
1220,IMPROVE,IMPROVE
1221,IN,IN
1222,INCH,INCH
1223,INCREDIBLE,INCREDIBLE
1224,INDEPENDENT,INDEPENDENT
1225,INDIAN,INDIAN
1226,INEPT,INEPT
1227,INFECTION,INFECTION
1228,INFLUENCE,INFLUENCE
1229,INHALE,INHALE
1230,INJECT,INJECT
1231,INNOCENT,INNOCENT
1232,INSIDE,INSIDE
1233,INSPIRE,INSPIRE
1234,INSPIRING,INSPIRING
1235,INSTAGRAM,INSTAGRAM
1236,INSTEAD,INSTEAD
1237,INSTINCT,INSTINCT
1238,INSTITUTE,INSTITUTE
1239,INSULT,INSULT
1240,INSURANCE,INSURANCE
1241,INTELLIGENT,INTELLIGENT
1242,INTENTIONAL,INTENTIONAL
1243,INTEREST,INTEREST
1244,INTERESTED,INTERESTED
1245,INTERNET,INTERNET
1246,INTERPRET,INTERPRET
1247,INTERPRETER,INTERPRETER
1248,INTERVENE,INTERVENE
1249,INTERVIEW,INTERVIEW
1250,INTRODUCE,INTRODUCE
1251,INTUITIVE,INTUITIVE
1252,INVEST,INVEST
1253,INVISIBLE,INVISIBLE
1254,INVITE,INVITE
1255,IPHONE,IPHONE
1256,IRON1,IRON1
1257,IRON2,IRON2
1258,IRON3,IRON3
1259,ISLAND,ISLAND
1260,ISOLATED,ISOLATED
1261,ISRAEL,ISRAEL
1262,ITALY,ITALY
1263,ITCH,ITCH
1264,JACKET1,JACKET1
1265,JACKET2,JACKET2
1266,JACKET3,JACKET3
1267,JACKET4,JACKET4
1268,JAPAN,JAPAN
1269,JAR,JAR
1270,JAWDROP,JAWDROP
1271,JEALOUS,JEALOUS
1272,JELLY,JELLY
1273,JELLYFISH,JELLYFISH
1274,JEWELRY,JEWELRY
1275,JEWISH,JEWISH
1276,JIGSAWPUZZLE,JIGSAWPUZZLE
1277,JOIN,JOIN
1278,JOKE,JOKE
1279,JOURNEY,JOURNEY
1280,JUDGE,JUDGE
1281,JUGGLE,JUGGLE
1282,JUGGLER,JUGGLER
1283,JUICE1,JUICE1
1284,JUICE2,JUICE2
1285,JUMP,JUMP
1286,JUMPROPE,JUMPROPE
1287,JUNIOR,JUNIOR
1288,KANGAROO1,KANGAROO1
1289,KANGAROO2,KANGAROO2
1290,KANGAROO3,KANGAROO3
1291,KEEP,KEEP
1292,KEY,KEY
1293,KEYBOARD,KEYBOARD
1294,KICK1,KICK1
1295,KICK2,KICK2
1296,KID,KID
1297,KILL,KILL
1298,KINDERGARTEN,KINDERGARTEN
1299,KING,KING
1300,KISS1,KISS1
1301,KISS2,KISS2
1302,KISS3,KISS3
1303,KISSFIST,KISSFIST
1304,KISSONCHEEK,KISSONCHEEK
1305,KITCHEN,KITCHEN
1306,KITE1,KITE1
1307,KITE2,KITE2
1308,KITTEN,KITTEN
1309,KNEEL,KNEEL
1310,KNIFE1,KNIFE1
1311,KNIFE2,KNIFE2
1312,KNIGHT1,KNIGHT1
1313,KNIGHT2,KNIGHT2
1314,KNIGHT3,KNIGHT3
1315,KNIGHT4,KNIGHT4
1316,KNITTING1,KNITTING1
1317,KNITTING2,KNITTING2
1318,KNITTING3,KNITTING3
1319,KNOCK,KNOCK
1320,KNOCKOFF,KNOCKOFF
1321,KNOW,KNOW
1322,KNOWNOTHING,KNOWNOTHING
1323,LABEL,LABEL
1324,LAMP1,LAMP1
1325,LAMP2,LAMP2
1326,LAND,LAND
1327,LANGUAGE,LANGUAGE
1328,LAPTOP,LAPTOP
1329,LAST,LAST
1330,LASTWEEK,LASTWEEK
1331,LATE,LATE
1332,LATER,LATER
1333,LAUGH,LAUGH
1334,LAW,LAW
1335,LAWNMOWER,LAWNMOWER
1336,LAWYER,LAWYER
1337,LAYDOWN,LAYDOWN
1338,LAZY,LAZY
1339,LEAD,LEAD
1340,LEAF1,LEAF1
1341,LEAF2,LEAF2
1342,LEAGUE,LEAGUE
1343,LEAK,LEAK
1344,LEARN,LEARN
1345,LEARNLESSON,LEARNLESSON
1346,LEATHER,LEATHER
1347,LEAVE,LEAVE
1348,LEAVEALONE,LEAVEALONE
1349,LECTURE,LECTURE
1350,LEFT,LEFT
1351,LEMON1,LEMON1
1352,LEMON2,LEMON2
1353,LEND,LEND
1354,LESBIAN,LESBIAN
1355,LESS,LESS
1356,LESSON,LESSON
1357,LETGO,LETGO
1358,LETKNOW,LETKNOW
1359,LETMESEE,LETMESEE
1360,LETTER1,LETTER1
1361,LETTER2,LETTER2
1362,LETTUCE1,LETTUCE1
1363,LETTUCE2,LETTUCE2
1364,LIBRARY,LIBRARY
1365,LICENSE,LICENSE
1366,LICK1,LICK1
1367,LICK2,LICK2
1368,LICKENVELOPE1,LICKENVELOPE1
1369,LICKENVELOPE2,LICKENVELOPE2
1370,LIE,LIE
1371,LIFT1,LIFT1
1372,LIFT2,LIFT2
1373,LIGHT,LIGHT
1374,LIGHTCANDLE,LIGHTCANDLE
1375,LIGHTER,LIGHTER
1376,LIGHTNING,LIGHTNING
1377,LIGHTSON,LIGHTSON
1378,LIGHTWEIGHT,LIGHTWEIGHT
1379,LIKE,LIKE
1380,LIMITED,LIMITED
1381,LINE,LINE
1382,LINGUISTICS,LINGUISTICS
1383,LION,LION
1384,LIPREAD,LIPREAD
1385,LIPS,LIPS
1386,LIPSTICK,LIPSTICK
1387,LIST,LIST
1388,LISTEN,LISTEN
1389,LIVE1,LIVE1
1390,LIVE2,LIVE2
1391,LIVINGROOM,LIVINGROOM
1392,LOAD1,LOAD1
1393,LOAD2,LOAD2
1394,LOBSTER1,LOBSTER1
1395,LOBSTER2,LOBSTER2
1396,LOBSTER3,LOBSTER3
1397,LOCK1,LOCK1
1398,LOCK2,LOCK2
1399,LOCK3,LOCK3
1400,LOCKER,LOCKER
1401,LOLLIPOP,LOLLIPOP
1402,LONELY,LONELY
1403,LONG,LONG
1404,LONGAGO,LONGAGO
1405,LONGLINE,LONGLINE
1406,LONGTIME,LONGTIME
1407,LONGWORD,LONGWORD
1408,LOOKAPPEARANCE,LOOKAPPEARANCE
1409,LOOKAT,LOOKAT
1410,LOOKBACK,LOOKBACK
1411,LOOKFOR,LOOKFOR
1412,LOOKFORWARD,LOOKFORWARD
1413,LOOKLIKE,LOOKLIKE
1414,LOSE,LOSE
1415,LOSEGAME,LOSEGAME
1416,LOST,LOST
1417,LOUD,LOUD
1418,LOUSY,LOUSY
1419,LOVE,LOVE
1420,LOYAL,LOYAL
1421,LUCK,LUCK
1422,LUCKY,LUCKY
1423,LUNCH1,LUNCH1
1424,LUNCH2,LUNCH2
1425,LUNGS,LUNGS
1426,MACHINE,MACHINE
1427,MAD,MAD
1428,MAGAZINE,MAGAZINE
1429,MAGIC,MAGIC
1430,MAGNET1,MAGNET1
1431,MAGNET2,MAGNET2
1432,MAGNET3,MAGNET3
1433,MAGNET4,MAGNET4
1434,MAGNIFY1,MAGNIFY1
1435,MAGNIFY2,MAGNIFY2
1436,MAID,MAID
1437,MAIL1,MAIL1
1438,MAIL2,MAIL2
1439,MAILMAN,MAILMAN
1440,MAINSTREAM,MAINSTREAM
1441,MAJOR,MAJOR
1442,MAKE,MAKE
1443,MAKEBELIEVE,MAKEBELIEVE
1444,MAN,MAN
1445,MANAGE,MANAGE
1446,MANY,MANY
1447,MAPLE,MAPLE
1448,MARCH,MARCH
1449,MARIONETTE,MARIONETTE
1450,MARRY,MARRY
1451,MASCARA,MASCARA
1452,MASSAGE,MASSAGE
1453,MATCH,MATCH
1454,MATH,MATH
1455,MAYBE,MAYBE
1456,MCDONALDS,MCDONALDS
1457,ME,ME
1458,MEACULPA,MEACULPA
1459,MEAN1,MEAN1
1460,MEAN2,MEAN2
1461,MEASURE1,MEASURE1
1462,MEASURE2,MEASURE2
1463,MEAT1,MEAT1
1464,MEAT2,MEAT2
1465,MECHANIC1,MECHANIC1
1466,MECHANIC2,MECHANIC2
1467,MEDICINE,MEDICINE
1468,MEDITATE1,MEDITATE1
1469,MEDITATE2,MEDITATE2
1470,MEDITATE3,MEDITATE3
1471,MEET,MEET
1472,MEETING,MEETING
1473,MEGAPHONE,MEGAPHONE
1474,MELON,MELON
1475,MELT,MELT
1476,MEMBER,MEMBER
1477,MEMORIZE,MEMORIZE
1478,MEMORIZEMEMORIZE,MEMORIZEMEMORIZE
1479,MENTION,MENTION
1480,MESS,MESS
1481,METAL,METAL
1482,METAPHOR,METAPHOR
1483,MEXICAN1,MEXICAN1
1484,MEXICAN2,MEXICAN2
1485,MICROPHONE,MICROPHONE
1486,MICROSCOPE1,MICROSCOPE1
1487,MICROSCOPE2,MICROSCOPE2
1488,MICROSCOPE3,MICROSCOPE3
1489,MICROWAVE,MICROWAVE
1490,MIDDLE,MIDDLE
1491,MILK1,MILK1
1492,MILK2,MILK2
1493,MIME,MIME
1494,MIND,MIND
1495,MINDTURNED,MINDTURNED
1496,MINE,MINE
1497,MINIMUM1,MINIMUM1
1498,MINIMUM2,MINIMUM2
1499,MINUTE,MINUTE
1500,MIRROR,MIRROR
1501,MISCHIEVOUS,MISCHIEVOUS
1502,MISS,MISS
1503,MISSING,MISSING
1504,MISUNDERSTAND,MISUNDERSTAND
1505,MIX1,MIX1
1506,MIX2,MIX2
1507,MIX3,MIX3
1508,MOCK,MOCK
1509,MODEL1,MODEL1
1510,MODEL2,MODEL2
1511,MONDAY,MONDAY
1512,MONEY1,MONEY1
1513,MONEY2,MONEY2
1514,MONKEY,MONKEY
1515,MONSTER,MONSTER
1516,MONTH,MONTH
1517,MOON,MOON
1518,MOOSE,MOOSE
1519,MOP1,MOP1
1520,MOP2,MOP2
1521,MORE,MORE
1522,MORNING,MORNING
1523,MOSQUITO,MOSQUITO
1524,MOST,MOST
1525,MOTHER,MOTHER
1526,MOTIVATION1,MOTIVATION1
1527,MOTIVATION2,MOTIVATION2
1528,MOTORCYCLE,MOTORCYCLE
1529,MOUNTAIN1,MOUNTAIN1
1530,MOUNTAIN2,MOUNTAIN2
1531,MOUSE,MOUSE
1532,MOUTH,MOUTH
1533,MOVE,MOVE
1534,MOVEDOWN,MOVEDOWN
1535,MOVIE1,MOVIE1
1536,MOVIE2,MOVIE2
1537,MUCH,MUCH
1538,MUMMY,MUMMY
1539,MURDER,MURDER
1540,MUSCLE,MUSCLE
1541,MUSEUM,MUSEUM
1542,MUSHROOM,MUSHROOM
1543,MUSIC,MUSIC
1544,MUST,MUST
1545,MUSTACHE,MUSTACHE
1546,MY,MY
1547,MYSELF,MYSELF
1548,NAIL,NAIL
1549,NAILCLIPPER,NAILCLIPPER
1550,NAKED,NAKED
1551,NAME,NAME
1552,NAPKIN,NAPKIN
1553,NAVEL,NAVEL
1554,NAVY,NAVY
1555,NEAR,NEAR
1556,NECK,NECK
1557,NECKLACE1,NECKLACE1
1558,NECKLACE2,NECKLACE2
1559,NECKLACE3,NECKLACE3
1560,NECKLACE4,NECKLACE4
1561,NEED,NEED
1562,NEEDLE,NEEDLE
1563,NEGATIVE,NEGATIVE
1564,NEPHEW,NEPHEW
1565,NERVE,NERVE
1566,NET,NET
1567,NETWORK,NETWORK
1568,NEUTRAL,NEUTRAL
1569,NEVER,NEVER
1570,NEW,NEW
1571,NEWSPAPER,NEWSPAPER
1572,NEWSTOME,NEWSTOME
1573,NEWYORK,NEWYORK
1574,NEXT,NEXT
1575,NEXTDOWN,NEXTDOWN
1576,NEXTTO,NEXTTO
1577,NEXTYEAR,NEXTYEAR
1578,NICE,NICE
1579,NIECE,NIECE
1580,NIGHT1,NIGHT1
1581,NIGHT2,NIGHT2
1582,NINE,NINE
1583,NO,NO
1584,NOBIGDEAL,NOBIGDEAL
1585,NOISE,NOISE
1586,NONE,NONE
1587,NONSENSE,NONSENSE
1588,NOON1,NOON1
1589,NOON2,NOON2
1590,NOOSE,NOOSE
1591,NORMAL,NORMAL
1592,NORTH,NORTH
1593,NOSE,NOSE
1594,NOSEBLEED,NOSEBLEED
1595,NOT,NOT
1596,NOTATHING,NOTATHING
1597,NOTCARE,NOTCARE
1598,NOTHING1,NOTHING1
1599,NOTHING2,NOTHING2
1600,NOTHINGATALL,NOTHINGATALL
1601,NOTINTERESTED,NOTINTERESTED
1602,NOTMIND,NOTMIND
1603,NOTUNDERSTAND,NOTUNDERSTAND
1604,NOTUSEDTO,NOTUSEDTO
1605,NOTYET,NOTYET
1606,NOW,NOW
1607,NUMBERS,NUMBERS
1608,NURSE,NURSE
1609,NUT1,NUT1
1610,NUT2,NUT2
1611,OBSESS,OBSESS
1612,OBVIOUS,OBVIOUS
1613,OCEAN,OCEAN
1614,OCTOPUS,OCTOPUS
1615,OFF,OFF
1616,OFFEND,OFFEND
1617,OFFHAND,OFFHAND
1618,OFFICE,OFFICE
1619,OFFTHEPOINT,OFFTHEPOINT
1620,OFTEN,OFTEN
1621,OHISEE,OHISEE
1622,OIL1,OIL1
1623,OIL2,OIL2
1624,OIL3,OIL3
1625,OK,OK
1626,OLD,OLD
1627,OLDEST,OLDEST
1628,ON,ON
1629,ONCE,ONCE
1630,ONE,ONE
1631,ONEMORE1,ONEMORE1
1632,ONEMORE2,ONEMORE2
1633,ONEYEARAGO,ONEYEARAGO
1634,ONION,ONION
1635,ONLYONE,ONLYONE
1636,OOH,OOH
1637,OOPS,OOPS
1638,OPEN,OPEN
1639,OPENBOOK,OPENBOOK
1640,OPENWALLET,OPENWALLET
1641,OPERATEMACHINE,OPERATEMACHINE
1642,OPINION1,OPINION1
1643,OPINION2,OPINION2
1644,OPPORTUNITY,OPPORTUNITY
1645,OPTION,OPTION
1646,OR,OR
1647,ORAL,ORAL
1648,ORANGE,ORANGE
1649,ORANGEEYES,ORANGEEYES
1650,ORANGETHROAT,ORANGETHROAT
1651,ORDER1,ORDER1
1652,ORDER2,ORDER2
1653,ORGANIZATION,ORGANIZATION
1654,OSTRICH,OSTRICH
1655,OTHER,OTHER
1656,OUR,OUR
1657,OUT,OUT
1658,OUTSIDE,OUTSIDE
1659,OVER,OVER
1660,OVERLOOK,OVERLOOK
1661,OVERNIGHT,OVERNIGHT
1662,OVERTAKE,OVERTAKE
1663,OVERWHELMED,OVERWHELMED
1664,OWE,OWE
1665,OWL,OWL
1666,OWN,OWN
1667,PACK,PACK
1668,PAGE,PAGE
1669,PAGEANT,PAGEANT
1670,PAIN,PAIN
1671,PAINT,PAINT
1672,PAINTBRUSH,PAINTBRUSH
1673,PAIR,PAIR
1674,PANCAKE,PANCAKE
1675,PANTS1,PANTS1
1676,PANTS2,PANTS2
1677,PAPER,PAPER
1678,PAPERCUTTER,PAPERCUTTER
1679,PARACHUTE1,PARACHUTE1
1680,PARACHUTE2,PARACHUTE2
1681,PARACHUTE3,PARACHUTE3
1682,PARADE,PARADE
1683,PARAGRAPH,PARAGRAPH
1684,PARALLEL,PARALLEL
1685,PARANOID,PARANOID
1686,PARENTS,PARENTS
1687,PARK,PARK
1688,PARTY1,PARTY1
1689,PARTY2,PARTY2
1690,PASS,PASS
1691,PASSOUT,PASSOUT
1692,PASSPORT,PASSPORT
1693,PAST,PAST
1694,PATIENT1,PATIENT1
1695,PATIENT2,PATIENT2
1696,PATIENT3,PATIENT3
1697,PAY,PAY
1698,PAYOFFBILLS,PAYOFFBILLS
1699,PEACE,PEACE
1700,PEACH1,PEACH1
1701,PEACH2,PEACH2
1702,PEACOCK,PEACOCK
1703,PEANUTBUTTER,PEANUTBUTTER
1704,PEAR,PEAR
1705,PEAS1,PEAS1
1706,PEAS2,PEAS2
1707,PECK,PECK
1708,PEEKABOO,PEEKABOO
1709,PEEL1,PEEL1
1710,PEEL2,PEEL2
1711,PEEL3,PEEL3
1712,PEG1,PEG1
1713,PEG2,PEG2
1714,PEG3,PEG3
1715,PEN,PEN
1716,PENCIL,PENCIL
1717,PENGUIN,PENGUIN
1718,PENIS,PENIS
1719,PENNY,PENNY
1720,PEOPLE,PEOPLE
1721,PEPPER,PEPPER
1722,PEPSI,PEPSI
1723,PERCEIVE,PERCEIVE
1724,PERCENT,PERCENT
1725,PERFECT,PERFECT
1726,PERFUME1,PERFUME1
1727,PERFUME2,PERFUME2
1728,PERIOD,PERIOD
1729,PERMISSION,PERMISSION
1730,PERSISTENT,PERSISTENT
1731,PERSON,PERSON
1732,PERSPECTIVE,PERSPECTIVE
1733,PERSUADE,PERSUADE
1734,PET1,PET1
1735,PET2,PET2
1736,PHARMACIST,PHARMACIST
1737,PHILADELPHIA,PHILADELPHIA
1738,PHILOSOPHY,PHILOSOPHY
1739,PHONE,PHONE
1740,PHOTOGRAPHY,PHOTOGRAPHY
1741,PHYSICS,PHYSICS
1742,PIANO,PIANO
1743,PICK,PICK
1744,PICKLE,PICKLE
1745,PICNIC,PICNIC
1746,PICTURE,PICTURE
1747,PIE,PIE
1748,PIG,PIG
1749,PILE,PILE
1750,PILL,PILL
1751,PILLOW1,PILLOW1
1752,PILLOW2,PILLOW2
1753,PILLOW3,PILLOW3
1754,PINCH1,PINCH1
1755,PINCH2,PINCH2
1756,PINEAPPLE1,PINEAPPLE1
1757,PINEAPPLE2,PINEAPPLE2
1758,PINEAPPLE3,PINEAPPLE3
1759,PINEAPPLE4,PINEAPPLE4
1760,PINEAPPLE5,PINEAPPLE5
1761,PINK,PINK
1762,PINON,PINON
1763,PIPE1,PIPE1
1764,PIPE2,PIPE2
1765,PIPE3,PIPE3
1766,PIPE4,PIPE4
1767,PIRATE,PIRATE
1768,PISSEDOFF,PISSEDOFF
1769,PITCHER,PITCHER
1770,PITY,PITY
1771,PIZZA1,PIZZA1
1772,PIZZA2,PIZZA2
1773,PIZZACUTTER,PIZZACUTTER
1774,PJS,PJS
1775,PLACE,PLACE
1776,PLAIN,PLAIN
1777,PLAN,PLAN
1778,PLANET,PLANET
1779,PLANT,PLANT
1780,PLATE,PLATE
1781,PLATFORM,PLATFORM
1782,PLAY,PLAY
1783,PLAYERS,PLAYERS
1784,PLAYGROUND,PLAYGROUND
1785,PLEASE,PLEASE
1786,PLENTY,PLENTY
1787,PLIERS,PLIERS
1788,PLOW1,PLOW1
1789,PLOW2,PLOW2
1790,PLUG1,PLUG1
1791,PLUG2,PLUG2
1792,PLUMMET,PLUMMET
1793,PLUNGER,PLUNGER
1794,PLUS,PLUS
1795,POINT,POINT
1796,POINTINDEX,POINTINDEX
1797,POLE,POLE
1798,POLICEMAN1,POLICEMAN1
1799,POLICEMAN2,POLICEMAN2
1800,POLICY,POLICY
1801,POLISH,POLISH
1802,PONDER,PONDER
1803,POOLGAME,POOLGAME
1804,POOP,POOP
1805,POOR,POOR
1806,POP1,POP1
1807,POP2,POP2
1808,POP3,POP3
1809,POP4,POP4
1810,POPCORN,POPCORN
1811,POPE,POPE
1812,POPULAR,POPULAR
1813,PORCUPINE,PORCUPINE
1814,POSITIVE,POSITIVE
1815,POSSIBLE,POSSIBLE
